fundersOrg,forOrg,fundersProgram,fundersCode,forProgram,forCode,requestedAmount,receivedAmount,shortfall,community,location,commChar,commCode2
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-1,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-2,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,50.0,20.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,150.0,20.0,130.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,50.0,120.0,-70.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Female
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Homeless
http://helpseeker.co/compass#Org50,http://helpseeker.co/compass#Org13,http://helpseeker.co/compass#P50-a6na7,http://helpseeker.co/compass#CL-Funding,http://helpseeker.co/compass#P13-3,http://helpseeker.co/compass#CL-Health,150.0,120.0,30.0,http://helpseeker.co/compass#Area1,http://helpseeker.co/compass#Area1_Location,http://helpseeker.co/compass#Area1_CommunityCharacteristic,http://helpseeker.co/compass#CL-Male
